Date_MU_L01d,Open_MU_L01d,High_MU_L01d,Low_MU_L01d,Close_MU_L01d,Adj Close_MU_L01d,Volume_MU_L01d,Daily_Return_MU_L01d,Vol5_MU_L01d,Vol10_MU_L01d,Vol20_MU_L01d,Vol60_MU_L01d,SMA5_MU_L01d,SMA10_MU_L01d,SMA30_MU_L01d,SMA60_MU_L01d,SMA100_MU_L01d,EMA5_MU_L01d,EMA10_MU_L01d,EMA30_MU_L01d,EMA60_MU_L01d,EMA100_MU_L01d,Short12_MU_L01d,Long26_MU_L01d,MACD_MU_L01d,SIGNAL9_MU_L01d,Ret5/10_MU_L01d,Ret10/30_MU_L01d,Ret30/60_MU_L01d,Ret30/100_MU_L01d,Emaret5/10_MU_L01d,Emaret10/30_MU_L01d,Emaret30/60_MU_L01d,Emaret30/100_MU_L01d,RetMACD_MU_L01d,DayRange_MU_L01d,average20r_MU_L01d,PRVHI_MU_L01d,HitLevel_MU_L01d,hitlevel_2_MU_L01d,hitlevel_1.8_MU_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-02,84.0,84.08000183105469,81.75,82.33999633789062,82.33999633789062,13597100.0,-3.515350514103563,1.5392923210801341,3.4685485472317414,2.7434615876422215,2.0034938454687303,85.47999877929688,84.17899932861329,79.33600056966146,74.82350031534831,71.96770027160645,84.43724193035648,83.75988251292864,79.92766966057478,76.41818876367685,73.56918955391207,83.32548538824317,80.5723068686554,2.753178519587763,2.6438219628077473,-0.09715108722119907,-0.09715108722119907,-0.09715108722119907,-0.09715108722119907,0.09715108722119907,-0.09715108722119907,-0.09715108722119907,-0.09715108722119907,-0.09715108722119907,2.0099945068359375,1.6979999542236328,84.08000183105469,82.37579925537109,82.71799926757812,83.06019927978515,0.0,1.0154551546235995,1.0080869193831938,1.3693386649762185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1
2024-01-03,81.19999694824219,82.58999633789062,80.58000183105469,82.26000213623047,82.26000213623047,12915600.0,-0.09715108722119907,1.3668393238862795,3.4695277326130554,2.6785431742653594,1.999792461349004,84.51999969482422,84.24899978637696,79.49266738891602,75.02850036621093,72.13590026855469,83.71149533231448,83.4871769898926,80.07814272352032,76.60972362835074,73.74128485257184,83.16156488793352,80.69732133292021,2.4642435550133115,2.6079062812488605,0.547042227760886,0.547042227760886,0.547042227760886,0.547042227760886,-0.547042227760886,0.547042227760886,0.547042227760886,0.547042227760886,-0.547042227760886,1.6500015258789062,1.734000015258789,82.58999633789062,80.34440193176269,80.68400192260742,81.02360191345215,1.0,1.0032166543120324,1.0026868598329661,1.339410576864806,0.0,0.0,1.0,0.002090635,0.002090635,0.993815184,0.993815184,-0.09715108722119907,1
2024-01-04,83.47000122070312,84.26000213623047,82.61000061035156,82.70999908447266,82.70999908447266,19134200.0,0.547042227760886,1.5502817760931902,3.46618481575746,2.6596219606082454,1.9959272924513978,83.72999877929688,84.3029998779297,79.62900060017904,75.24900029500326,72.3193002319336,83.37766324970055,83.34587191617987,80.24793990809789,76.809732659699,73.91888315419364,83.09209322586263,80.84640857377595,2.2456846520866804,2.535461955416425,-0.894689725499529,0.894689725499529,0.894689725499529,0.894689725499529,-0.894689725499529,0.894689725499529,0.894689725499529,0.894689725499529,-0.894689725499529,2.5199966430664062,1.7364997863769531,84.26000213623047,78.77519630432128,79.12199630737305,79.4687963104248,1.0,0.9932030758162519,1.0003814386098528,1.332524471541094,0.0,1.0,0.0,0.051206026,0.051206026,0.345694512,0.345694512,0.547042227760886,1
2024-01-05,81.4800033569336,83.52999877929688,81.01000213623047,83.44999694824219,83.44999694824219,15479400.0,0.894689725499529,1.7556482877651691,3.1118364146100777,2.640368476358924,1.9937789907977213,83.21999816894531,84.77899932861328,79.85366719563802,75.48866691589356,72.47100021362304,83.40177448254776,83.3648037401912,80.45452423326849,77.02744624292991,74.10761808080845,83.14715533699795,81.03926697188456,2.1078883651133964,2.4499472373558193,-1.797483588801493,1.797483588801493,1.797483588801493,1.797483588801493,-1.797483588801493,1.797483588801493,1.797483588801493,1.797483588801493,-1.797483588801493,1.6800003051757812,1.759499740600586,83.52999877929688,80.43970260620117,80.78700256347656,81.13430252075196,1.0,0.981610998336686,1.0004434814297865,1.3243034902792805,1.0,1.0,1.0,0.936318099,0.3171962026666666,0.968370676,0.3622171953333333,0.894689725499529,1
2024-01-08,83.88999938964844,85.51000213623047,83.83000183105469,84.94999694824219,84.94999694824219,16219800.0,1.797483588801493,2.0414413554047517,1.4862757420714272,2.651875274165783,1.9955123344545458,83.14199829101562,84.72599868774414,80.11533381144206,75.73433354695638,72.66720016479492,83.91784863777924,83.65302068710956,80.74455473100873,77.28720200375982,74.3223186524408,83.42451558488169,81.32895067383697,2.0955649110447183,2.3790707720935993,1.9069984407115645,-1.9069984407115645,-1.9069984407115645,-1.9069984407115645,1.9069984407115645,-1.9069984407115645,-1.9069984407115645,-1.9069984407115645,1.9069984407115645,1.2900009155273438,1.7279998779296875,85.51000213623047,79.65909934997559,80.0109992980957,80.36289924621582,0.0,0.9813044352234039,1.003165790649213,1.328919510232267,1.0,1.0,1.0,0.994993985,0.338584223,0.946608543,0.3448616283333333,1.797483588801493,1
2024-01-09,83.12999725341797,84.19000244140625,82.9000015258789,83.33000183105469,83.33000183105469,12138700.0,-1.9069984407115645,1.384889520020635,1.5219084154901252,2.7040981758364464,2.012537472665299,83.33999938964844,84.40999908447266,80.3306671142578,75.96066691080729,72.85830017089843,83.7218997022044,83.59428998600868,80.91135776972138,77.48532658826129,74.50068861637375,83.40997500736984,81.47717668548273,1.9327983218871054,2.2898162820523007,1.1400510701569186,-1.1400510701569186,-1.1400510701569186,-1.1400510701569186,1.1400510701569186,-1.1400510701569186,-1.1400510701569186,-1.1400510701569186,1.1400510701569186,1.3599929809570312,1.718999481201172,84.19000244140625,81.70840240478516,82.05400238037109,82.39960235595703,0.0,0.987323780281606,1.001526536276785,1.34362624923216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9069984407115645,1
2024-01-10,82.95999908447266,83.0199966430664,81.66000366210938,82.37999725341797,82.37999725341797,10748600.0,-1.1400510701569186,1.5214833300608372,1.4940146051415273,2.6189606588525365,2.0164486513668862,83.36399841308594,83.94199905395507,80.49300028483073,76.18016688028972,73.04650012969971,83.27459888594225,83.373509489174,81.00610870415342,77.64580759367625,74.65671452997859,83.25151689137725,81.54405228310756,1.7074646082696887,2.173345947295778,-1.2260283684199365,1.2260283684199365,1.2260283684199365,1.2260283684199365,-1.2260283684199365,-1.2260283684199365,1.2260283684199365,1.2260283684199365,-1.2260283684199365,1.6299972534179688,1.7424991607666016,83.0199966430664,80.40820358276368,80.7520034790039,81.09580337524415,1.0,0.9931142854901798,0.9988136447195546,1.2987985868508114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1400510701569186,1
2024-01-11,82.80000305175781,83.44999694824219,81.81999969482422,83.38999938964844,83.38999938964844,10579300.0,1.2260283684199365,1.606170974027453,1.5958271229668002,2.6266882712406256,2.0187869290280416,83.4999984741211,83.61499862670898,80.73533350626627,76.41866683959961,73.2445001220703,83.31306572051099,83.37650765289662,81.15990810321762,77.83414175092123,74.82965086383344,83.27282189111128,81.6807891058143,1.5920327852969791,2.0570833148960186,1.1991845632800595,-1.1991845632800595,-1.1991845632800595,-1.1991845632800595,1.1991845632800595,1.1991845632800595,-1.1991845632800595,-1.1991845632800595,1.1991845632800595,1.3400039672851562,1.6974994659423828,83.44999694824219,79.18649848937989,79.53499832153321,79.88349815368652,0.0,0.9986246468399612,0.9992390910320957,1.3011220914260933,0.0,0.0,1.0,0.001244424,0.001244424,0.998183429,0.998183429,1.2260283684199365,1
2024-01-12,82.75,83.05000305175781,81.70999908447266,82.38999938964844,82.38999938964844,10185700.0,-1.1991845632800595,1.6438891423532842,1.6135874984708676,2.615551344477546,2.027703577079964,83.28799896240234,83.25399856567383,80.92533340454102,76.64183349609375,73.42880012512207,83.00537694355681,83.19714251412421,81.23926883137446,77.98351413251885,74.97936073563174,83.13700304473238,81.73332320091313,1.4036798438192477,1.9264026206806646,2.6945032614990505,2.6945032614990505,2.6945032614990505,2.6945032614990505,-2.6945032614990505,-2.6945032614990505,2.6945032614990505,2.6945032614990505,-2.6945032614990505,2.8899993896484375,1.7614994049072266,83.05000305175781,79.71549812316894,80.05499801635742,80.3944979095459,1.0,1.0004083935584391,0.9976950461906208,1.289908137482365,0.0,0.0,1.0,0.001333921,0.001333921,0.997313201,0.997313201,-1.1991845632800595,1
2024-01-16,82.54000091552734,85.22000122070312,82.33000183105469,84.61000061035156,84.61000061035156,13713500.0,2.6945032614990505,1.9440087501227656,1.8793272357854443,2.5986788606032176,2.0507318694515484,83.21999969482422,83.18099899291992,81.20833333333333,76.89966684977213,73.64080013275147,83.54025149915506,83.45402580434735,81.45673539776008,78.20077598425107,75.1700664757252,83.36361805482764,81.94641041642709,1.417207638400555,1.8245636242246428,-1.571920365749258,-1.571920365749258,-1.571920365749258,-1.571920365749258,1.571920365749258,-1.571920365749258,-1.571920365749258,-1.571920365749258,1.571920365749258,1.3400039672851562,1.734499740600586,85.22000122070312,79.17470436096191,79.52700424194336,79.87930412292481,0.0,1.0004688655146787,1.001033211926886,1.2671958237515533,0.0,0.0,1.0,0.013394078,0.013394078,0.862475276,0.862475276,2.6945032614990505,1
