Date_TDY,Open_TDY,High_TDY,Low_TDY,Close_TDY,Adj Close_TDY,Volume_TDY,Daily Return(%)_TDY,Vol5_TDY,Vol10_TDY,Vol20_TDY,Vol60_TDY,SMA5_TDY,SMA10_TDY,SMA30_TDY,SMA60_TDY,SMA100_TDY,EMA5_TDY,EMA10_TDY,EMA30_TDY,EMA60_TDY,EMA100_TDY,Short12_TDY,Long26_TDY,MACD_TDY,SIGNAL9_TDY,Ret5/10_TDY,Ret10/30_TDY,Ret30/60_TDY,Ret30/100_TDY,Emaret5/10_TDY,Emaret10/30_TDY,Emaret30/60_TDY,Emaret30/100_TDY,RetMACD_TDY,DayRange_TDY,average20r_TDY,PRVHI_TDY,HitLevel_TDY,hitlevel_2_TDY,hitlevel_1.8_TDY
2011-01-03,44.38000106811523,45.09000015258789,44.25,44.86999893188477,44.86999893188477,128400,,,,,,,,,,,0.3333333333333333,0.1818181818181818,0.06451612903225806,0.03278688524590164,0.0198019801980198,0.1538461538461539,0.07407407407407407,,0.2,,,,,,,,,,1.029998779296882,,,2.2,2.0,1.8
2011-01-04,45.06000137329102,45.06999969482422,44.04000091552734,44.38999938964844,44.38999938964844,105100,-1.069756081262676,,,,,,,,,,,,,,,,,,,-0.5086203506071104,-0.3338266951503912,-0.3185038674411452,0.3561269237256265,0.2156349133538496,-0.4915163350625322,-0.6464774801816476,0.1408476313561515,-0.4525205072037662,0.8600006103515696,,,,,
2011-01-05,44.25,45.08000183105469,44.22000122070312,45.0,45.0,106400,1.374184768503989,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4899978637695312,,,,,
2011-01-06,44.97999954223633,44.97999954223633,44.4900016784668,44.7400016784668,44.7400016784668,129700,-0.5777740478515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8800010681152273,,,,,
2011-01-07,44.91999816894531,45.13000106811523,44.25,44.70999908447266,44.70999908447266,150100,-0.06705988571425035,,,,,44.74199981689453,,,,,44.74199981689453,,,,,,,,,,,,,,,,,,0.9000015258789062,,,,,
2011-01-10,44.47999954223633,44.4900016784668,43.59000015258789,43.9900016784668,43.9900016784668,185900,-1.610372222655478,1.140534291333889,,,,44.56600036621094,,,,,44.49133377075196,,,,,,,,,,,,,,,,,,0.6599998474120952,,,,,
2011-01-11,44.20999908447266,44.22000122070312,43.56000137329102,43.93000030517578,43.93000030517578,100400,-0.1363977517654573,1.076055105203841,,,,44.47400054931641,,,,,44.3042226155599,,,,,,,,,,,,,,,,,,1.009998321533203,,,,,
2011-01-12,44.4900016784668,45.5,44.4900016784668,45.34000015258789,45.34000015258789,362200,3.20965134900303,1.810955851189926,,,,44.54200057983398,,,,,44.64948179456923,,,,,,,,,,,,,,,,,,0.4399986267089844,,,,,
2011-01-13,45.40999984741211,45.66999816894531,45.22999954223633,45.65000152587891,45.65000152587891,189000,0.683726008486413,1.769239917912936,,,,44.72400054931641,,,,,44.98298837167246,,,,,,,,,,,,,,,,,,1.189998626708991,,,,,
2011-01-14,45.56999969482422,46.36999893188477,45.18000030517578,46.34000015258789,46.34000015258789,175200,1.511497488817866,1.802049145208289,,,,45.05000076293945,44.89600028991699,,,,45.43532563197761,44.89600028991699,,,,,,,,2.093226623886754,2.093226623886754,0.0,0.0,-2.093226623886754,2.093226623886754,2.093226623886754,0.0,0.0,1.410003662109375,,,,,
2011-01-18,46.16999816894531,47.58000183105469,46.16999816894531,47.31000137329102,47.31000137329102,214600,2.093226623886754,1.286004803022751,1.508889874451788,,,45.7140007019043,45.14000053405762,,,,46.06021754574875,45.33490957780318,,,,,,,,-0.8877657396976919,-0.8877657396976919,0.0,0.0,0.8877657396976919,-0.8877657396976919,-0.8877657396976919,0.0,0.0,0.8800010681152344,,,,,
2011-01-19,47.20000076293945,47.61000061035156,46.72999954223633,46.88999938964844,46.88999938964844,203500,-0.8877657396976919,1.539836493681584,1.488258807484042,,,46.30600051879883,45.39000053405762,,,,46.33681149371532,45.61765317995686,,,,45.26333363850912,,,,-0.8104096247847775,-0.8104096247847775,0.0,0.0,0.8104096247847775,-0.8104096247847775,-0.8104096247847775,0.0,0.0,0.6200027465820241,,,,,
2011-01-20,46.59000015258789,47.08000183105469,46.45999908447266,46.5099983215332,46.5099983215332,97700,-0.8104096247847775,1.345054898304181,1.515439579186807,,,46.54000015258789,45.54100036621094,,,,46.39454043632128,45.77989775115256,,,,45.4551282051282,,,,-0.1075021261340083,-0.1075021261340083,0.0,0.0,0.1075021261340083,-0.1075021261340083,-0.1075021261340083,0.0,0.0,0.5499992370605469,,,,,
2011-01-21,46.88999938964844,46.88999938964844,46.34000015258789,46.45999908447266,46.45999908447266,175900,-0.1075021261340083,1.367054962648707,1.490863459962366,,,46.70199966430664,45.71300010681152,,,,46.41635998570507,45.90355253902894,,,,45.60972372502735,,,,0.4950485294201863,0.4950485294201863,0.0,0.0,-0.4950485294201863,0.4950485294201863,0.4950485294201863,0.0,0.0,0.4199981689453125,,,,,
2011-01-24,46.34000015258789,46.7599983215332,46.34000015258789,46.68999862670898,46.68999862670898,109900,0.4950485294201863,1.220719808222575,1.482378196560637,,,46.77199935913086,45.91100006103515,,,,46.50757286603971,46.04654273678894,,,,45.7759198637476,,,,0.3641079217023916,0.3641079217023916,0.0,0.0,-0.3641079217023916,0.3641079217023916,0.3641079217023916,0.0,0.0,0.7700004577636648,,,,,
2011-01-25,46.40000152587891,47.04999923706055,46.27999877929688,46.86000061035156,46.86000061035156,244100,0.3641079217023916,0.6432176313532473,1.298409666628146,,,46.68199920654297,46.19799995422363,,,,46.62504878081033,46.19444416834578,,,,45.94270151707129,,,,1.600512143045773,1.600512143045773,0.0,0.0,-1.600512143045773,1.600512143045773,1.600512143045773,0.0,0.0,1.310001373291016,,,,,
2011-01-26,46.88000106811523,48.08000183105469,46.77000045776367,47.61000061035156,47.61000061035156,229700,1.600512143045773,0.8849017430610955,1.298958526504516,,,46.8259994506836,46.56599998474121,,,,46.95336605732408,46.45181806689229,,,,46.19920906988364,,,,1.53329034420892,1.53329034420892,0.0,0.0,-1.53329034420892,1.53329034420892,1.53329034420892,0.0,0.0,1.670001983642564,,,,,
2011-01-27,47.43000030517578,48.88000106811523,47.20999908447266,48.34000015258789,48.34000015258789,146700,1.53329034420892,0.7553919188028526,1.03745994179571,,,47.19199981689453,46.86599998474121,,,,47.41557742241201,46.79512390065512,,,,46.52856154414584,,,,-1.882498644062152,-1.882498644062152,0.0,0.0,1.882498644062152,-1.882498644062152,-1.882498644062152,0.0,0.0,0.9900016784667898,,,,,
2011-01-28,48.2400016784668,48.38000106811523,47.38999938964844,47.43000030517578,47.43000030517578,274400,-1.882498644062152,1.40918936262382,1.309296400109758,,,47.38600006103515,47.0439998626709,,,,47.42038504999994,46.91055597420433,,,,46.66724443045814,,,,-0.25300217396723,-0.25300217396723,0.0,0.0,0.25300217396723,-0.25300217396723,-0.25300217396723,0.0,0.0,0.8999977111816406,,,,,
2011-01-31,47.65999984741211,47.70999908447266,46.81000137329102,47.31000137329102,47.31000137329102,215100,-0.25300217396723,1.438903423146021,1.259453930723144,,,47.51000061035156,47.14099998474121,,,,47.38359049109697,46.98318241040191,,,,46.7661301139709,,,,1.860066006919964,1.860066006919964,0.0,0.0,-1.860066006919964,1.860066006919964,1.860066006919964,0.0,0.0,1.229999542236335,0.9105001449584946,47.70999908447266,,,
2011-02-01,47.58000183105469,48.27000045776367,47.04000091552734,48.18999862670898,48.18999862670898,175200,1.860066006919964,1.608277186953637,1.222422710089207,1.348522999532987,,47.77600021362305,47.22899971008301,,,,47.65239320296764,47.20260354063956,,,,46.98518680823829,,,,0.166013349936794,0.166013349936794,0.0,0.0,-0.166013349936794,0.166013349936794,0.166013349936794,0.0,0.0,0.6300010681152415,0.8905002593994127,48.27000045776367,45.70689876556398,45.88899879455568,46.07109882354737
2011-02-02,47.93000030517578,48.56000137329102,47.93000030517578,48.27000045776367,48.27000045776367,123200,0.166013349936794,1.503389170159618,1.163056802110498,1.306938396875006,,47.90800018310547,47.36699981689453,,,,47.85826228789965,47.39667570738939,,,,47.18285044662681,,,,-0.5593545788339545,-0.5593545788339545,0.0,0.0,0.5593545788339545,-0.5593545788339545,-0.5593545788339545,0.0,0.0,0.8299980163574219,0.8890001296997052,48.56000137329102,46.31089988708496,46.48899993896485,46.66709999084473
2011-02-03,48.31999969482422,48.31999969482422,47.4900016784668,48.0,48.0,98400,-0.5593545788339545,1.352649482858506,1.138967075181686,1.304769880304014,,47.84000015258789,47.51599998474121,,,,47.9055081919331,47.50637103331859,,,,47.30856576253038,,,,1.77083015441893,1.77083015441893,0.0,0.0,-1.77083015441893,1.77083015441893,1.77083015441893,0.0,0.0,1.430000305175781,0.9360002517700178,48.31999969482422,46.60420108795167,46.78200111389161,46.95980113983155
2011-02-04,47.84999847412109,49.09000015258789,47.65999984741211,48.84999847412109,48.84999847412109,195600,1.77083015441893,1.142215175604721,1.212815110579305,1.324194549416328,,48.12399978637696,47.75499992370605,,,,48.22033828599577,47.75066693164631,,,,47.54570925662125,,,,0.7574263216774612,0.7574263216774612,0.0,0.0,-0.7574263216774612,0.7574263216774612,0.7574263216774612,0.0,0.0,0.6500015258789062,0.9245002746582017,49.09000015258789,46.26079914093018,46.44799919128418,46.63519924163818
2011-02-07,48.81000137329102,49.40999984741211,48.7599983215332,49.22000122070312,49.22000122070312,165300,0.7574263216774612,1.038970951438898,1.215303261306714,1.320121208234056,,48.50599975585938,48.00800018310547,,,,48.55355926423155,48.01781862056573,,,,47.80329263571077,,,,0.934577556002125,0.934577556002125,0.0,0.0,-0.934577556002125,0.934577556002125,0.934577556002125,0.0,0.0,0.7800025939941406,0.9185003280639634,49.40999984741211,47.05609954833984,47.24099960327149,47.42589965820313
2011-02-08,49.2599983215332,49.70000076293945,48.91999816894531,49.68000030517578,49.68000030517578,113600,0.934577556002125,0.8716435682363074,1.21973264203542,1.226342713545821,,48.80400009155274,48.29000015258789,,,,48.92903961121296,48.32003347231301,,,,48.09201689255154,46.63769237811749,1.454324514434056,,-0.623996319216431,-0.623996319216431,0.0,0.0,0.623996319216431,-0.623996319216431,-0.623996319216431,0.0,0.0,0.700000762939446,0.920500373840331,49.70000076293945,47.38929912567139,47.57299919128418,47.75669925689697
2011-02-09,49.40000152587891,49.72999954223633,49.02999877929688,49.36999893188477,49.36999893188477,109200,-0.623996319216431,1.030292380386305,1.218374742515376,1.246788232304106,,49.02399978637695,48.46599998474121,,,,49.07602605143691,48.51093628314423,,,,48.28862951398742,46.84008545617432,1.448544057813102,,0.7089372015203795,0.7089372015203795,0.0,0.0,-0.7089372015203795,0.7089372015203795,0.7089372015203795,0.0,0.0,1.0,0.9200004577636708,49.72999954223633,47.67489994049073,47.85900001525879,48.04310009002685
2011-02-10,48.88999938964844,49.88999938964844,48.88999938964844,49.72000122070312,49.72000122070312,137700,0.7089372015203795,0.8598824440286363,1.157303569088123,1.085500040982767,,49.36800003051758,48.60400009155273,,,,49.29068444119231,48.7307662717913,,,,48.50884054578984,47.05341254984312,1.455427995946721,,1.649235065752122,1.649235065752122,0.0,0.0,-1.649235065752122,1.649235065752122,1.649235065752122,0.0,0.0,0.8800010681152344,0.9420005798339833,49.88999938964844,47.70599853515625,47.88999862670899,48.07399871826172
2011-02-11,49.70000076293945,50.58000183105469,49.70000076293945,50.54000091552734,50.54000091552734,163600,1.649235065752122,0.823305512173148,0.9398258314815223,1.116634355736435,,49.70600051879883,48.91500015258789,,,,49.70712326597066,49.05971802519785,,,,48.82132675651869,47.31167835470861,1.509648401810075,,0.2572165632431498,0.2572165632431498,0.0,0.0,-0.2572165632431498,0.2572165632431498,0.2572165632431498,0.0,0.0,0.4000015258788991,0.9025007247924787,50.58000183105469,47.81759811401368,48.00599822998047,48.19439834594727
2011-02-14,50.5099983215332,50.88000106811523,50.47999954223633,50.66999816894531,50.66999816894531,125600,0.2572165632431498,0.8425074281337882,0.8988508780865095,1.092748731863504,,49.99599990844727,49.25099983215332,47.09600003560384,,,50.02808156696221,49.35249623315194,47.09600003560384,,,49.10573774304586,47.56044278539282,1.545294957653049,,-0.5723250667252224,-0.5723250667252224,-0.5723250667252224,0.0,0.5723250667252224,-0.5723250667252224,-0.5723250667252224,-0.5723250667252224,0.0,0.839996337890625,0.8740003585815412,50.88000106811523,48.59450023651124,48.77500038146973,48.95550052642822
2011-02-15,50.56999969482422,50.91999816894531,50.08000183105469,50.38000106811523,50.38000106811523,162300,-0.5723250667252224,0.9490660572584368,0.8765047981608677,1.04365688407222,,50.13600006103515,49.47000007629394,47.27966677347819,,,50.14538806734656,49.53931529405435,47.30787106995942,,,49.301778254595,47.76929895448336,1.532479300111639,,0.754262098772504,0.754262098772504,0.754262098772504,0.0,-0.754262098772504,0.754262098772504,0.754262098772504,0.754262098772504,0.0,0.5,0.8550003051757795,50.91999816894531,48.95720027923583,49.13200035095215,49.30680042266845
2011-02-16,50.59000015258789,50.90000152587891,50.40000152587891,50.7599983215332,50.7599983215332,67500,0.754262098772504,0.8093499733716267,0.8751517444968228,1.00760738091797,,50.41399993896484,49.7189998626709,47.49200007120768,,,50.35025815207544,49.76125766268686,47.53058895715773,,,49.52611980335472,47.9908322409315,1.535287562423228,,1.812454716438197,1.812454716438197,1.812454716438197,0.0,-1.812454716438197,1.812454716438197,1.812454716438197,1.812454716438197,0.0,1.369998931884766,0.8925001144409166,50.90000152587891,49.0389974975586,49.20999755859376,49.38099761962891
2011-02-17,50.63000106811523,51.91999816894531,50.54999923706055,51.68000030517578,51.68000030517578,201500,1.812454716438197,0.990489808904127,0.8752356666970982,1.01216329018513,,50.80599975585938,50.08699989318848,47.71466674804687,,,50.79350553644223,50.1101199613212,47.79829291509438,,,49.85748603440412,48.26410394939404,1.593382085010077,,1.335136653704485,1.335136653704485,1.335136653704485,0.0,-1.335136653704485,1.335136653704485,1.335136653704485,1.335136653704485,0.0,1.639999389648423,0.9470001220703104,51.91999816894531,48.9365012741089,49.11500129699708,49.29350131988527
2011-02-18,51.97999954223633,53.34999847412109,51.70999908447266,52.36999893188477,52.36999893188477,238800,1.335136653704485,0.9296856659438268,0.8280611713684652,1.015494990415203,,51.17199935913086,50.43899993896484,47.96899998982747,,,51.31900333492308,50.52100704687821,48.09324169037118,,,50.24402648017037,48.56824431846743,1.675782161702941,1.527796781878321,-2.024054955533682,-2.024054955533682,-2.024054955533682,0.0,2.024054955533682,-2.024054955533682,-2.024054955533682,-2.024054955533682,-2.024054955533682,1.150001525878913,0.9835002899169905,53.34999847412109,49.83659790039063,50.02599792480469,50.21539794921875
