Date_CSCO,Open_CSCO,High_CSCO,Low_CSCO,Close_CSCO,Adj Close_CSCO,Volume_CSCO,Daily Return(%)_CSCO,Vol5_CSCO,Vol10_CSCO,Vol20_CSCO,Vol60_CSCO,SMA5_CSCO,SMA10_CSCO,SMA30_CSCO,SMA60_CSCO,SMA100_CSCO,EMA5_CSCO,EMA10_CSCO,EMA30_CSCO,EMA60_CSCO,EMA100_CSCO,Short12_CSCO,Long26_CSCO,MACD_CSCO,SIGNAL9_CSCO,Ret5/10_CSCO,Ret10/30_CSCO,Ret30/60_CSCO,Ret30/100_CSCO,Emaret5/10_CSCO,Emaret10/30_CSCO,Emaret30/60_CSCO,Emaret30/100_CSCO,RetMACD_CSCO,DayRange_CSCO,average20r_CSCO,PRVHI_CSCO,HitLevel_CSCO,hitlevel_2_CSCO,hitlevel_1.8_CSCO
2011-01-03,20.45000076293945,20.6200008392334,20.3799991607666,20.48999977111816,15.10866355895996,54310200,,,,,,,,,,,0.3333333333333333,0.1818181818181818,0.06451612903225806,0.03278688524590164,0.0198019801980198,0.1538461538461539,0.07407407407407407,,0.2,,,,,,,,,,0.2000007629394602,,,2.2,2.0,1.8
2011-01-04,20.51000022888184,20.60000038146973,20.39999961853027,20.52000045776367,15.13078498840332,46273800,0.1464162370943289,,,,,,,,,,,,,,,,,,,0.06353529569791325,-0.3901018484953094,-0.3178295097279916,-0.5351901939798926,0.06124405545748899,-0.05283034066286811,-0.3019502711815848,-0.03613750031889284,-0.08581590631636535,0.3199996948242188,,,,,
2011-01-05,20.57999992370605,20.85000038146973,20.53000068664551,20.77000045776367,15.31513023376465,69380400,1.218323559566069,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1999988555908203,,,,,
2011-01-06,20.90999984741211,20.95999908447266,20.76000022888184,20.95000076293945,15.44785118103027,65845400,0.8666360193001272,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1700000762939489,,,,,
2011-01-07,20.86000061035156,21.0,20.82999992370605,20.96999931335449,15.46259689331055,67732200,0.09545847105846648,,,,,20.74000015258789,,,,,20.74000015258789,,,,,,,,,,,,,,,,,,0.25,,,,,
2011-01-10,20.94000053405762,20.95000076293945,20.70000076293945,20.79000091552734,15.32987689971924,40679700,-0.8583614865095328,0.8017827461786994,,,,20.80000038146972,,,,,20.75666707356771,,,,,,,,,,,,,,,,,,0.1699981689453196,,,,,
2011-01-11,20.89999961853027,20.95999908447266,20.79000091552734,20.8799991607666,15.396240234375,38343800,0.4328919734296152,0.7988575646238301,,,,20.87200012207031,,,,,20.79777776930067,,,,,,,,,,,,,,,,,,0.1800003051757812,,,,,
2011-01-12,21.0,21.13999938964844,20.95999908447266,21.1200008392334,15.57320785522461,40646100,1.149433372189778,0.7805428779652241,,,,20.94200019836425,,,,,20.90518545927825,,,,,,,,,,,,,,,,,,0.2199993133544922,,,,,
2011-01-13,21.18000030517578,21.22999954223633,21.01000022888184,21.07999992370605,15.54370975494385,35006700,-0.1893982667512017,0.74346737291129,,,,20.96800003051758,,,,,20.96345694742085,,,,,,,,,,,,,,,,,,0.1800003051757812,,,,,
2011-01-14,21.1299991607666,21.23999977111816,21.05999946594238,21.20999908447266,15.63956642150879,35176400,0.6166943132690186,0.7740285338234861,,,,21.01599998474121,20.87800006866455,,,,21.04563765977145,20.87800006866455,,,,,,,,0.04714865305746177,0.04714865305746177,0.0,0.0,-0.04714865305746177,0.04714865305746177,0.04714865305746177,0.0,0.0,0.1200008392333913,,,,,
2011-01-18,21.21999931335449,21.32999992370605,21.20999908447266,21.21999931335449,15.64694404602051,46668500,0.04714865305746177,0.5198409634092843,0.6400494913193145,,,21.10199966430664,20.95100002288818,,,,21.1037582109658,20.94018174951727,,,,,,,,-1.885012400912455,-1.885012400912455,0.0,0.0,1.885012400912455,-1.885012400912455,-1.885012400912455,0.0,0.0,0.6299991607666016,,,,,
2011-01-19,21.31999969482422,21.32999992370605,20.70000076293945,20.81999969482422,15.35198593139648,53574600,-1.885012400912455,1.148829532184528,0.9567531797443816,,,21.08999977111817,20.98099994659423,,,,21.00917203891861,20.9183304668458,,,,20.90166664123535,,,,-0.2401500374324216,-0.2401500374324216,0.0,0.0,0.2401500374324216,-0.2401500374324216,-0.2401500374324216,0.0,0.0,0.4099998474121094,,,,,
2011-01-20,20.61000061035156,20.90999984741211,20.5,20.77000045776367,15.31513023376465,53291700,-0.2401500374324216,0.9333242411411276,0.8841048680934801,,,21.01999969482422,20.98099994659424,,,,20.92944817853363,20.89136137428541,,,,20.88141030531663,,,,-0.1925898634844979,-0.1925898634844979,0.0,0.0,0.1925898634844979,-0.1925898634844979,-0.1925898634844979,0.0,0.0,0.2999992370605504,,,,,
2011-01-21,20.96999931335449,20.97999954223633,20.68000030517578,20.72999954223633,15.28563404083252,40172600,-0.1925898634844979,0.933205001738667,0.8310700208823801,,,20.94999961853027,20.95899982452393,,,,20.86296529976786,20.8620228593674,,,,20.85811634176581,,,,-2.12253036070328,2.12253036070328,0.0,0.0,-2.12253036070328,2.12253036070328,2.12253036070328,0.0,0.0,0.4500007629394496,,,,,
2011-01-24,20.84000015258789,21.18000030517578,20.72999954223633,21.17000007629395,15.61007595062256,44068400,2.12253036070328,1.427498479461007,1.091192772202856,,,20.94199981689453,20.97899990081787,,,,20.96531022527656,20.9180187169904,,,,20.90609845477014,,,,-1.747760216816042,1.747760216816042,0.0,0.0,-1.747760216816042,1.747760216816042,1.747760216816042,0.0,0.0,0.4899997711181676,,,,,
2011-01-25,21.15999984741211,21.56999969482422,21.07999992370605,21.54000091552734,15.88290309906006,72726400,1.747760216816042,1.637510346202819,1.146595153408369,,,21.0060001373291,21.05399990081787,,,,21.15687378869349,21.03110638945166,,,,21.00362191027125,,,,0.5571069365502554,-0.5571069365502554,0.0,0.0,0.5571069365502554,-0.5571069365502554,-0.5571069365502554,0.0,0.0,0.3500003814697195,,,,,
2011-01-26,21.47999954223633,21.61000061035156,21.26000022888184,21.42000007629395,15.79441928863525,65525000,-0.5571069365502554,1.255541786881177,1.181887810382843,,,21.12600021362305,21.1079999923706,,,,21.24458255122698,21.10181433251389,,,,21.06768008965936,,,,0.09337281835870245,0.09337281835870245,0.0,0.0,-0.09337281835870245,0.09337281835870245,0.09337281835870245,0.0,0.0,0.229999542236321,,,,,
2011-01-27,21.3700008392334,21.48999977111816,21.26000022888184,21.44000053405762,15.80916500091553,36827200,0.09337281835870245,1.209345084046569,1.140221910817746,,,21.26000022888184,21.13999996185303,,,,21.30972187883719,21.16330273279457,,,,21.12496015802832,,,,-2.37873235157667,-2.37873235157667,0.0,0.0,2.37873235157667,-2.37873235157667,-2.37873235157667,0.0,0.0,0.7099990844726598,,,,,
2011-01-28,21.48999977111816,21.56999969482422,20.86000061035156,20.93000030517578,15.43310546875,46540500,-2.37873235157667,1.825237700321202,1.395573413724117,,,21.30000038146973,21.125,,,,21.18314802095006,21.12088410959115,,,,21.09496633451254,,,,1.051119494250963,1.051119494250963,0.0,0.0,-1.051119494250963,1.051119494250963,1.051119494250963,0.0,0.0,0.4700012207031214,,,,,
2011-01-31,20.93000030517578,21.18000030517578,20.70999908447266,21.14999961853027,15.59532928466797,40390800,1.051119494250963,1.591900768575932,1.425509328349635,,,21.29600028991699,21.11900005340576,,,,21.1720985534768,21.12617783848917,,,,21.10343299359219,,,,1.513000948443779,1.513000948443779,0.0,0.0,-1.513000948443779,1.513000948443779,1.513000948443779,0.0,0.0,0.2999992370605398,0.3174998283386227,21.18000030517578,,,
2011-02-01,21.27000045776367,21.55999946594238,21.26000022888184,21.46999931335449,15.8312816619873,40519800,1.513000948443779,1.529377567952629,1.506170908485873,1.132237859790068,,21.28199996948242,21.14400005340576,,,,21.27139880676936,21.18869083391923,,,,21.15982781201716,,,,0.6986564074345722,0.6986564074345722,0.0,0.0,-0.6986564074345722,0.6986564074345722,0.6986564074345722,0.0,0.0,0.2700004577636719,0.3209998130798333,21.55999946594238,20.48150068283081,20.54500064849854,20.60850061416626
2011-02-02,21.52000045776367,21.69000053405762,21.42000007629395,21.6200008392334,15.94188976287842,41287400,0.6986564074345722,1.52955565428343,1.334410134742771,1.13656174415307,,21.32200012207031,21.22400016784668,,,,21.38759948425738,21.26711083488544,,,,21.23062366235812,,,,1.341345961709934,1.341345961709934,0.0,0.0,-1.341345961709934,1.341345961709934,1.341345961709934,0.0,0.0,0.3199996948242188,0.3209998130798333,21.69000053405762,20.85379987716675,20.91799983978271,20.98219980239868
2011-02-03,21.70000076293945,21.96999931335449,21.64999961853027,21.90999984741211,16.15572547912598,54002000,1.341345961709934,1.60851242504861,1.345653054714303,1.142296434476763,,21.41599998474121,21.33800010681152,,,,21.56173293864229,21.38399974625392,,,,21.33514307544335,,,,0.6389748545113615,0.6389748545113615,0.0,0.0,-0.6389748545113615,0.6389748545113615,0.6389748545113615,0.0,0.0,0.3400001525878906,0.3279998779296868,21.96999931335449,20.98380094528199,21.04800090789795,21.11220087051392
2011-02-04,21.89999961853027,22.14999961853027,21.80999946594238,22.04999923706055,16.25895881652832,60134800,0.6389748545113615,0.384586811640324,1.320540791192458,1.137200133739581,,21.63999977111816,21.47000007629395,,,,21.72448837144837,21.50509056276422,,,,21.44512094646138,,,,-0.090696376902483,-0.090696376902483,0.0,0.0,0.090696376902483,-0.090696376902483,-0.090696376902483,0.0,0.0,0.3099994659423793,0.3349998474121083,22.14999961853027,21.24839958190918,21.31399955749512,21.37959953308105
2011-02-07,22.11000061035156,22.34000015258789,22.03000068664551,22.03000068664551,16.24421310424805,52408400,-0.090696376902483,0.638144548553583,1.223996170122674,1.13939771022636,,21.81599998474121,21.5560001373291,,,,21.82632580984742,21.60052876710627,,,,21.53510244495125,,,,-0.1815747357266277,-0.1815747357266277,0.0,0.0,0.1815747357266277,-0.1815747357266277,-0.1815747357266277,0.0,0.0,0.3000011444091797,0.3374999046325673,22.34000015258789,21.41299995422363,21.47999992370605,21.54699989318847
