Date_ORCL_L01d,Open_ORCL_L01d,High_ORCL_L01d,Low_ORCL_L01d,Close_ORCL_L01d,Adj Close_ORCL_L01d,Volume_ORCL_L01d,Daily_Return_ORCL_L01d,Vol5_ORCL_L01d,Vol10_ORCL_L01d,Vol20_ORCL_L01d,Vol60_ORCL_L01d,SMA5_ORCL_L01d,SMA10_ORCL_L01d,SMA30_ORCL_L01d,SMA60_ORCL_L01d,SMA100_ORCL_L01d,EMA5_ORCL_L01d,EMA10_ORCL_L01d,EMA30_ORCL_L01d,EMA60_ORCL_L01d,EMA100_ORCL_L01d,Short12_ORCL_L01d,Long26_ORCL_L01d,MACD_ORCL_L01d,SIGNAL9_ORCL_L01d,Ret5/10_ORCL_L01d,Ret10/30_ORCL_L01d,Ret30/60_ORCL_L01d,Ret30/100_ORCL_L01d,Emaret5/10_ORCL_L01d,Emaret10/30_ORCL_L01d,Emaret30/60_ORCL_L01d,Emaret30/100_ORCL_L01d,RetMACD_ORCL_L01d,DayRange_ORCL_L01d,average20r_ORCL_L01d,PRVHI_ORCL_L01d,HitLevel_ORCL_L01d,hitlevel_2_ORCL_L01d,hitlevel_1.8_ORCL_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-03,103.3000030517578,103.379997253418,101.7399978637695,102.4599990844727,102.4599990844727,9455600.0,-1.537573045992227,0.7527604440068604,1.171117416289047,3.188846691205342,2.172678634600961,104.82799987792968,105.27900009155272,109.89833297729491,109.09316647847494,111.1630997467041,104.29181080174487,105.12815311938527,107.76433397417838,109.19871118806024,109.42305009498465,105.4637203852206,107.41003751297156,-1.946317127750973,-1.7691747850259696,-0.1268761024589918,-0.1268761024589918,0.1268761024589918,-0.1268761024589918,0.1268761024589918,-0.1268761024589918,-0.1268761024589918,-0.1268761024589918,-0.1268761024589918,0.9599990844726988,2.126998901367186,103.379997253418,99.945602722168,100.37600250244144,100.80640228271488,1.0,0.9957161426948316,1.537573045992227,-1.0,-1.537573045992227,0.9848412549333398,-1.0,1.537573045992227,1.4677028808685335,1.0,-1.537573045992227,0.0,0.0,3.0,0.005652264,0.0041789206666666,0.995678008,0.974377672,,1
2024-01-04,102.7699966430664,103.3600006103516,102.4000015258789,102.5899963378906,102.5899963378906,6822300.0,0.1268761024589918,0.8239710530097005,1.0709428808799264,3.189865464931287,2.172174863821266,104.1579986572266,104.9129997253418,109.4206662495931,108.96433308919272,111.05839973449709,103.72453931379349,104.66667006820444,107.4305057395792,108.98203201264484,109.28774209979466,105.02160899332368,107.05299742592854,-2.031388432604871,-1.82161751454175,-0.1364723891614829,-0.1364723891614829,0.1364723891614829,-0.1364723891614829,0.1364723891614829,-0.1364723891614829,-0.1364723891614829,-0.1364723891614829,-0.1364723891614829,1.4300003051757957,2.0454990386962906,103.3600006103516,98.70059967041018,99.12599945068362,99.55139923095706,1.0,0.9928035508460175,-0.1268761024589918,-1.0,-0.1268761024589918,0.9830059956905365,-1.0,-0.1268761024589918,1.4685122814282598,1.0,0.1268761024589918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1268761024589918,-1
2024-01-05,102.5299987792969,103.7200012207031,102.2900009155273,102.7300033569336,102.7300033569336,6131500.0,0.1364723891614829,0.7817676327358283,0.9095119494515528,3.1674468179754904,2.17154311368622,103.4539993286133,104.77099990844728,108.97566630045571,108.84799982706706,110.92999977111816,103.39302732817352,104.31454884797336,107.127247521344,108.77704746655594,109.15788588706474,104.6690542800329,106.73277564304,-2.0637213630071187,-1.870038284234824,-1.8787114203336075,-1.8787114203336075,1.8787114203336075,-1.8787114203336075,1.8787114203336075,-1.8787114203336075,-1.8787114203336075,-1.8787114203336075,-1.8787114203336075,2.639999389648409,2.116498947143556,103.7200012207031,98.85990272521975,99.26900253295902,99.67810234069827,1.0,0.9874297221465403,-0.1364723891614829,-1.0,-0.1364723891614829,0.9813972362214706,-1.0,-0.1364723891614829,1.4586156719673466,1.0,0.1364723891614829,0.0,0.0,3.0,0.053313352,0.0195913813333333,0.995459616,0.972696642,-0.1364723891614829,-1
2024-01-08,102.9400024414062,104.7699966430664,102.129997253418,104.6600036621094,104.6600036621094,7038700.0,1.8787114203336075,1.371164560564594,0.9624254798790944,3.198572655194692,2.1862957070004603,103.30000000000004,104.65100021362304,108.58966649373372,108.76499989827474,110.80369979858398,103.81535277281884,104.3773588141799,106.96807049816758,108.6420624237872,109.06881891231316,104.66766187727544,106.5792369777859,-1.911575100510461,-1.8783456474899516,0.9841452060490464,0.9841452060490464,0.9841452060490464,0.9841452060490464,-0.9841452060490464,0.9841452060490464,0.9841452060490464,0.9841452060490464,0.9841452060490464,1.1900024414062926,2.0734989166259807,104.7699966430664,99.06370353698728,99.487003326416,99.9103031158447,0.0,0.987090422347945,-1.8787114203336075,-1.0,-1.8787114203336075,0.9807392393619436,-1.0,-1.8787114203336075,1.463010079081685,1.0,1.8787114203336075,1.0,1.0,0.0,0.894069016,0.5980455725,0.189929932,0.1342547645,-1.8787114203336075,1
2024-01-09,103.8499984741211,104.4800033569336,103.2900009155273,103.629997253418,103.629997253418,6725200.0,-0.9841452060490464,1.310355240629629,0.9857191146404184,3.193125636317327,2.1889218996950413,103.21399993896485,104.39400024414064,108.16899973551432,108.67366650899253,110.68659980773926,103.75356759968524,104.24147489404136,106.7527109339902,108.47773241820131,108.96111947352314,104.50802116591277,106.36077477598086,-1.852753610068106,-1.8732272400055825,-0.2798426355431908,-0.2798426355431908,-0.2798426355431908,-0.2798426355431908,0.2798426355431908,-0.2798426355431908,-0.2798426355431908,-0.2798426355431908,0.2798426355431908,1.349998474121108,2.053998947143562,104.4800033569336,100.20829902648924,100.62299880981443,101.03769859313964,1.0,0.9886966654940303,0.9841452060490464,-1.0,0.9841452060490464,0.9797321416097458,-1.0,0.9841452060490464,1.4587663619986582,1.0,-0.9841452060490464,0.0,0.0,1.0,0.00199218,0.00199218,0.995477855,0.995477855,-0.9841452060490464,1
2024-01-10,103.0899963378906,104.0699996948242,102.7200012207031,103.9199981689453,103.9199981689453,7270500.0,0.2798426355431908,1.02441487103004,0.9974220383302308,3.171386307505242,2.1872503809922,103.50599975585938,104.16699981689452,107.75066630045576,108.60149981180828,110.57699981689451,103.80904445610524,104.18302458038754,106.56995527172924,108.32829850838964,108.86129528927408,104.4175560894562,106.17997650879305,-1.76242041933682,-1.85106587587183,-0.8179354206100393,-0.8179354206100393,-0.8179354206100393,-0.8179354206100393,0.8179354206100393,-0.8179354206100393,-0.8179354206100393,-0.8179354206100393,0.8179354206100393,1.2999954223632957,1.905998992919926,104.0699996948242,99.96120567321776,100.37200546264648,100.78280525207518,1.0,0.9936544197087652,0.2798426355431908,-1.0,-0.2798426355431908,0.9789517476210794,-1.0,-0.2798426355431908,1.4499420528465559,1.0,0.2798426355431908,0.0,0.0,1.0,0.001690989,0.001690989,0.997149765,0.997149765,0.2798426355431908,1
2024-01-11,104.3499984741211,104.8399963378906,103.5400009155273,104.7699966430664,104.7699966430664,6119000.0,0.8179354206100393,1.043752997529047,1.048894571144669,1.4593498519992223,2.1892636352213546,103.94199981689454,104.04999923706056,107.36833292643227,108.5358331044515,110.46009979248046,104.129361851759,104.28974677360186,106.4538289085897,108.211632873461,108.78027947449768,104.47177771308856,106.07553355577625,-1.60375584268769,-1.801603869235002,-1.7466850144981805,-1.7466850144981805,-1.7466850144981805,-1.7466850144981805,1.7466850144981805,-1.7466850144981805,-1.7466850144981805,-1.7466850144981805,1.7466850144981805,1.7299957275391051,1.8004989624023502,104.8399963378906,99.87680191040036,100.25800170898437,100.63920150756834,1.0,0.9989620430470166,0.8179354206100393,-1.0,-0.8179354206100393,0.9786133058570291,-1.0,-0.8179354206100393,0.6665939307266978,-1.0,0.8179354206100393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8179354206100393,-1
2024-01-12,105.0999984741211,106.6999969482422,104.9700012207031,106.5999984741211,106.5999984741211,9696700.0,1.7466850144981805,1.172632634458494,1.2001791913902544,1.4326829076882623,2.200961157537554,104.71599884033203,104.08499908447266,107.04799957275392,108.49516639709472,110.36019981384275,104.95290739254636,104.70979253733265,106.46325920314013,108.1587924013515,108.73710559330208,104.79919629170897,106.11438280898696,-1.315186517278022,-1.7043203988436062,-0.0281414443961478,0.0281414443961478,0.0281414443961478,0.0281414443961478,-0.0281414443961478,-0.0281414443961478,0.0281414443961478,0.0281414443961478,-0.0281414443961478,1.2400054931641051,1.743499374389657,106.6999969482422,100.87889862060544,101.2389984130859,101.59909820556636,0.0,1.006062350592397,1.7466850144981805,1.0,-1.7466850144981805,0.979088588226115,-1.0,-1.7466850144981805,0.6509351165884067,-1.0,-1.7466850144981805,0.0,1.0,0.0,0.022759322,0.022759322,0.265054077,0.265054077,-1.7466850144981805,1
2024-01-16,106.4100036621094,106.6600036621094,105.4199981689453,106.5699996948242,106.5699996948242,7547200.0,-0.0281414443961478,1.0119533627295871,1.1669146084504465,1.2764960338896922,2.1989788331352,105.097998046875,104.1989990234375,106.72666625976562,108.46716639200848,110.26049980163576,105.49193815997232,105.04801202051291,106.4701456864746,108.10670083720306,108.69419260521342,105.07162758449591,106.14813220793788,-1.076504623441977,-1.5787572437632804,-0.1313684808570084,0.1313684808570084,0.1313684808570084,0.1313684808570084,-0.1313684808570084,-0.1313684808570084,0.1313684808570084,0.1313684808570084,-0.1313684808570084,1.8199996948242043,1.60299949645997,106.6600036621094,102.86429832458496,103.21299819946287,103.56169807434082,0.0,1.008627712663874,-0.0281414443961478,1.0,-0.0281414443961478,0.9795384935898392,-1.0,0.0281414443961478,0.5804949163924987,-1.0,0.0281414443961478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0281414443961478,1
2024-01-17,106.4599990844727,107.5,105.6800003051758,106.4300003051758,106.4300003051758,7771500.0,-0.1313684808570084,0.7704696186235012,1.0636311764248627,1.110456758522073,2.199014051310058,105.65799865722656,104.43599929809572,106.3689994812012,108.43533312479654,110.1463998413086,105.80462554170684,105.29928261772434,106.46755566187468,108.05172704926774,108.64935711412356,105.28060800306206,106.16901132625182,-0.8884033231897632,-1.4406864596485771,2.1328541168443595,-2.1328541168443595,-2.1328541168443595,-2.1328541168443595,2.1328541168443595,2.1328541168443595,-2.1328541168443595,-2.1328541168443595,2.1328541168443595,2.2599945068359943,1.5534992218017698,107.5,103.13340476989748,103.45400466918946,103.77460456848144,1.0,1.0117009399760981,-0.1313684808570084,1.0,-0.1313684808570084,0.9799188737954782,-1.0,0.1313684808570084,0.5049793828559307,-1.0,0.1313684808570084,1.0,0.0,0.0,0.584647954,0.584647954,0.073347509,0.073347509,-0.1313684808570084,1
