Date_HPQ_L01d,Open_HPQ_L01d,High_HPQ_L01d,Low_HPQ_L01d,Close_HPQ_L01d,Adj Close_HPQ_L01d,Volume_HPQ_L01d,Daily_Return_HPQ_L01d,Vol5_HPQ_L01d,Vol10_HPQ_L01d,Vol20_HPQ_L01d,Vol60_HPQ_L01d,SMA5_HPQ_L01d,SMA10_HPQ_L01d,SMA30_HPQ_L01d,SMA60_HPQ_L01d,SMA100_HPQ_L01d,EMA5_HPQ_L01d,EMA10_HPQ_L01d,EMA30_HPQ_L01d,EMA60_HPQ_L01d,EMA100_HPQ_L01d,Short12_HPQ_L01d,Long26_HPQ_L01d,MACD_HPQ_L01d,SIGNAL9_HPQ_L01d,Ret5/10_HPQ_L01d,Ret10/30_HPQ_L01d,Ret30/60_HPQ_L01d,Ret30/100_HPQ_L01d,Emaret5/10_HPQ_L01d,Emaret10/30_HPQ_L01d,Emaret30/60_HPQ_L01d,Emaret30/100_HPQ_L01d,RetMACD_HPQ_L01d,DayRange_HPQ_L01d,average20r_HPQ_L01d,PRVHI_HPQ_L01d,HitLevel_HPQ_L01d,hitlevel_2_HPQ_L01d,hitlevel_1.8_HPQ_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-03,29.65999984741211,30.10000038146973,29.47999954223633,29.89999961853027,29.89999961853027,8026400.0,0.2346620683984301,0.4106742086963066,0.7963795655471007,1.4039943589857062,1.2272636633810774,30.047999954223634,30.10400009155273,29.575000063578287,28.236500040690103,28.467599983215333,30.00793229298188,30.052922415440182,29.530622558294567,29.01324018464726,28.958210215733025,30.03381601978917,29.652744299040677,0.3810717207484977,0.5127586438617361,0.7357836660912395,-0.7357836660912395,-0.7357836660912395,0.7357836660912395,0.7357836660912395,0.7357836660912395,-0.7357836660912395,-0.7357836660912395,0.7357836660912395,0.4799995422363317,0.4980000495910648,30.10000038146973,28.987599468231203,29.085999488830566,29.18439950942993,0.0,1.0389003667683923,-0.2346620683984301,1.0,0.2346620683984301,1.0197668411927803,1.0,0.2346620683984301,0.567224191785523,-1.0,-0.2346620683984301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-04,29.81999969482422,30.1299991607666,29.64999961853027,29.68000030517578,29.68000030517578,7727300.0,-0.7357836660912395,0.4410478167250634,0.8160509843429637,1.4075982447563125,1.2323016075496134,29.93600006103516,30.04400005340576,29.63133341471354,28.29650004704793,28.43669998168945,29.89862163037985,29.985118395392107,29.540259832286907,29.03510117220557,28.97250308879129,29.979382832925573,29.654763262458086,0.3246195704674868,0.4751308291828862,-0.9097050370197738,0.9097050370197738,0.9097050370197738,-0.9097050370197738,-0.9097050370197738,-0.9097050370197738,0.9097050370197738,0.9097050370197738,-0.9097050370197738,0.6799983978271484,0.4975000381469726,30.1299991607666,29.004400272369388,29.1040002822876,29.203600292205813,1.0,1.042010269609108,0.7357836660912395,1.0,-0.7357836660912395,1.0195963994465935,1.0,-0.7357836660912395,0.5797470886191968,-1.0,0.7357836660912395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-05,29.60000038146973,30.21999931335449,29.54000091552734,29.95000076293945,29.95000076293945,6926100.0,0.9097050370197738,0.7324529669523027,0.7117270157652464,1.3752267445602508,1.226900715842591,29.89000015258789,30.06000003814697,29.700666745503742,28.355166721343995,28.41549999237061,29.915748007899715,29.978733371309804,29.566694731038687,29.065097880098484,28.991859478378384,29.97486251446617,29.676632706938182,0.298229807527985,0.4397506248519059,-3.505840435102206,3.505840435102206,3.505840435102206,-3.505840435102206,-3.505840435102206,-3.505840435102206,3.505840435102206,3.505840435102206,-3.505840435102206,1.0100002288818395,0.5074999809265142,30.21999931335449,29.035499076843266,29.134999084472657,29.23449909210205,1.0,1.0452276663609013,-0.9097050370197738,1.0,0.9097050370197738,1.0198274709867783,1.0,0.9097050370197738,0.5175343037651814,-1.0,-0.9097050370197738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-08,30.13999938964844,31.09000015258789,30.07999992370605,31.0,31.0,11378000.0,3.505840435102206,1.7748679418059763,1.2765330959351626,1.4076803506678817,1.2880518510633123,30.072000122070317,30.146000099182128,29.77866675059001,28.42466672261556,28.407099990844728,30.27716533859981,30.16441821288984,29.65916603871361,29.128537293865747,29.03162463722237,30.13257597377907,29.774659913831652,0.3579160599474136,0.4233837118710075,2.7096779115738405,-2.7096779115738405,-2.7096779115738405,-2.7096779115738405,2.7096779115738405,-2.7096779115738405,-2.7096779115738405,-2.7096779115738405,2.7096779115738405,0.6800003051757777,0.5274999618530275,31.09000015258789,29.10349935531616,29.20499935150146,29.306499347686763,0.0,1.0482825335985484,-3.505840435102206,1.0,3.505840435102206,1.0216157865545923,1.0,3.505840435102206,0.9068344921696921,-1.0,-3.505840435102206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-09,30.70000076293945,30.81999969482422,30.13999938964844,30.15999984741211,30.15999984741211,8504500.0,-2.7096779115738405,2.278540987006619,1.5925268412644245,1.5580073343404002,1.341917511740442,30.138000106811525,30.14400005340576,29.82933343251546,28.48150005340576,28.39569999694824,30.23811017487058,30.16361487371207,29.69147789733932,29.162355738244315,29.053968700790488,30.13679503126108,29.80320361261539,0.3335914186456854,0.4054252532259431,-0.5968179910028291,0.5968179910028291,0.5968179910028291,0.5968179910028291,-0.5968179910028291,0.5968179910028291,0.5968179910028291,0.5968179910028291,-0.5968179910028291,0.3099994659423792,0.5049999237060551,30.81999969482422,29.92950023651123,30.035000228881835,30.14050022125244,1.0,1.0504876948172186,2.7096779115738405,1.0,-2.7096779115738405,1.0219422414581,1.0,-2.7096779115738405,1.022156190258654,1.0,2.7096779115738405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-10,30.15999984741211,30.40999984741211,30.10000038146973,30.34000015258789,30.34000015258789,8686400.0,0.5968179910028291,2.2840407072328968,1.5846313300165724,1.4005088079404513,1.334340731987837,30.226000213623045,30.13700008392334,29.890000089009604,28.54550005594889,28.389500007629398,30.27207350077635,30.195684924416764,29.733318042839237,29.200967030517877,29.07943467013301,30.16805735761905,29.84296631928002,0.3250910383390284,0.3893584102485602,-1.1206333252404082,-1.1206333252404082,-1.1206333252404082,-1.1206333252404082,1.1206333252404082,-1.1206333252404082,-1.1206333252404082,-1.1206333252404082,1.1206333252404082,0.7800006866455114,0.5274999618530275,30.40999984741211,29.708999862670897,29.809999847412108,29.91099983215332,0.0,1.0528540510039615,-0.5968179910028291,1.0,0.5968179910028291,1.0224861102054992,1.0,0.5968179910028291,1.1314683071125318,1.0,0.5968179910028291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-11,30.45999908447266,30.60000038146973,29.81999969482422,30.0,30.0,8835600.0,-1.1206333252404082,2.334169877393611,1.6158246590187466,1.4196799521564774,1.3361742376323047,30.29000015258789,30.113000106811523,29.935333442687988,28.59750006993612,28.37890001296997,30.1813823338509,30.16010584725008,29.750523330398,29.22716483279597,29.097663686566023,30.142202379523813,29.8545984437778,0.2876039357460165,0.3690075153480515,-0.6333351135254025,-0.6333351135254025,-0.6333351135254025,-0.6333351135254025,0.6333351135254025,-0.6333351135254025,-0.6333351135254025,-0.6333351135254025,0.6333351135254025,0.4700012207031214,0.5230000495910646,30.60000038146973,29.24949993133545,29.354999923706053,29.46049991607666,0.0,1.0548447413045143,1.1206333252404082,1.0,-1.1206333252404082,1.0224368406640632,1.0,-1.1206333252404082,1.138161214831785,1.0,-1.1206333252404082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-12,30.04000091552734,30.18000030517578,29.70999908447266,29.80999946594238,29.80999946594238,6880900.0,-0.6333351135254025,2.324883503244217,1.625549654826838,1.4252882016659194,1.33778019877957,30.26199989318848,30.076000022888184,29.96000010172526,28.642666721343996,28.36409999847412,30.057588044548066,30.096450141557767,29.75436050043312,29.24627416503028,29.111769345563573,30.091094238972826,29.851294815789988,0.2397994231828342,0.3431658969150081,-2.415294620105849,-2.415294620105849,-2.415294620105849,-2.415294620105849,2.415294620105849,2.415294620105849,-2.415294620105849,-2.415294620105849,2.415294620105849,0.5499992370605398,0.5154999732971186,30.18000030517578,29.449400272369388,29.5540002822876,29.65860029220581,0.0,1.0562647890585986,0.6333351135254025,1.0,-0.6333351135254025,1.0220732428607082,1.0,-0.6333351135254025,1.140505936221774,1.0,-0.6333351135254025,0.0,0.0,1.0,0.023234006,0.023234006,0.844262838,0.844262838,,
2024-01-16,29.5,29.55999946594238,29.01000022888184,29.09000015258789,29.09000015258789,6694900.0,-2.415294620105849,1.3505658805352068,1.7828267302804188,1.3767978515880526,1.3779746267616126,29.879999923706052,29.976000022888183,29.951666768391927,28.676833375295004,28.344799995422363,29.73505874722801,29.91345923447233,29.711498542507623,29.24115042691741,29.111338272435344,29.93707976414437,29.79490261851576,0.1421771456286116,0.3029681466577288,1.5125490950486558,-1.5125490950486558,-1.5125490950486558,-1.5125490950486558,1.5125490950486558,1.5125490950486558,-1.5125490950486558,-1.5125490950486558,1.5125490950486558,0.4699993133544993,0.5084999084472657,29.55999946594238,29.04590036392212,29.149000358581542,29.25210035324097,0.0,1.0566900021601517,2.415294620105849,1.0,-2.415294620105849,1.0206160316113173,1.0,-2.415294620105849,1.294908129195609,1.0,-2.415294620105849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-17,28.80999946594238,28.92000007629395,28.45000076293945,28.64999961853027,28.64999961853027,8072300.0,-1.5125490950486558,1.1139057264320045,1.8161688330831685,1.4030956594815505,1.3615410905961307,29.577999877929688,29.857999992370605,29.92333342234293,28.713500022888184,28.319799995422365,29.37337237099543,29.68373930430105,29.6430147409607,29.2217684331998,29.10220285354613,29.739067434049893,29.710094988887203,0.0289724451626902,0.2481690063587211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4599990844726598,0.5039999008178716,28.92000007629395,28.441299667358397,28.542999649047847,28.6446996307373,0.0,1.056622342925436,1.5125490950486558,1.0,-1.5125490950486558,1.0185831942047876,1.0,-1.5125490950486558,1.2944012910383105,1.0,-1.5125490950486558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
